timestamp,shift,category,subcategory,time_span,aggregate,source_sheet
2021-09-01 00:00:00,1.0,Другие,Посадка,10.0,МШР №1,сентябрь 2021
2021-09-01 00:00:00,1.0,Другие,Посадка,10.0,МШР №2,сентябрь 2021
2021-09-01 00:00:00,1.0,Другие,посадка,10.0,МШР №3,сентябрь 2021
2021-09-01 00:00:00,1.0,Другие,Посадка,10.0,МШР №4,сентябрь 2021
2021-09-01 00:00:00,2.0,Мех,заклепали ленту,13.0,МШР №3,сентябрь 2021
2021-09-01 00:00:00,2.0,Тех,перегруз,120.0,МШР №3,сентябрь 2021
2021-09-02 00:00:00,2.0,Электрик,маслостанция,87.0,МШР №2,сентябрь 2021
2021-09-04 00:00:00,1.0,Тех,перегруз,20.0,МШР №3,сентябрь 2021
2021-09-04 00:00:00,2.0,Тех,перегруз,10.0,МШР №1,сентябрь 2021
2021-09-04 00:00:00,2.0,Тех,перегруз,10.0,МШР №3,сентябрь 2021
2021-09-06 00:00:00,2.0,Другие,по линии 35 квт,720.0,МШР №1,сентябрь 2021
2021-09-06 00:00:00,2.0,Другие,по линии 35 квт,720.0,МШР №2,сентябрь 2021
2021-09-06 00:00:00,2.0,Другие,по линии 35 квт,720.0,МШР №3,сентябрь 2021
2021-09-06 00:00:00,2.0,Другие,по линии 35 квт,720.0,МШР №4,сентябрь 2021
2021-09-07 00:00:00,1.0,Другие,по линии 35 квт,720.0,МШР №1,сентябрь 2021
2021-09-07 00:00:00,1.0,Другие,по линии 35 квт,720.0,МШР №2,сентябрь 2021
2021-09-07 00:00:00,1.0,Другие,по линии 35 квт,720.0,МШР №3,сентябрь 2021
2021-09-07 00:00:00,1.0,Другие,по линии 35 квт,720.0,МШР №4,сентябрь 2021
2021-09-07 00:00:00,2.0,Другие,по линии 35 квт,720.0,МШР №1,сентябрь 2021
2021-09-07 00:00:00,2.0,Другие,по линии 35 квт,720.0,МШР №2,сентябрь 2021
2021-09-07 00:00:00,2.0,Другие,по линии 35 квт,720.0,МШР №3,сентябрь 2021
2021-09-07 00:00:00,2.0,Другие,по линии 35 квт,720.0,МШР №4,сентябрь 2021
2021-09-08 00:00:00,1.0,Другие,по линии 35 квт,720.0,МШР №2,сентябрь 2021
2021-09-08 00:00:00,1.0,Другие,по линии 35 квт,720.0,МШР №3,сентябрь 2021
2021-09-08 00:00:00,1.0,Другие,по линии 35 квт,720.0,МШР №4,сентябрь 2021
2021-09-08 00:00:00,2.0,Электрик,остановка питателя,35.0,МШР №1,сентябрь 2021
2021-09-08 00:00:00,2.0,Другие,по линии 35 квт,720.0,МШР №2,сентябрь 2021
2021-09-08 00:00:00,2.0,Другие,по линии 35 квт,720.0,МШР №3,сентябрь 2021
2021-09-08 00:00:00,2.0,Другие,по линии 35 квт,720.0,МШР №4,сентябрь 2021
2021-09-09 00:00:00,1.0,Тех,перегруз,25.0,МШР №1,сентябрь 2021
2021-09-09 00:00:00,1.0,Другие,по линии 35 квт,720.0,МШР №2,сентябрь 2021
2021-09-09 00:00:00,1.0,Другие,по линии 35 квт,720.0,МШР №3,сентябрь 2021
2021-09-09 00:00:00,1.0,Другие,по линии 35 квт,720.0,МШР №4,сентябрь 2021
2021-09-09 00:00:00,2.0,Мех,некачал насос№1,15.0,МШР №1,сентябрь 2021
2021-09-09 00:00:00,2.0,Тех,перегруз,15.0,МШР №1,сентябрь 2021
2021-09-09 00:00:00,2.0,Другие,по линии 35 квт,720.0,МШР №2,сентябрь 2021
2021-09-09 00:00:00,2.0,Другие,по линии 35 квт,720.0,МШР №3,сентябрь 2021
2021-09-09 00:00:00,2.0,Другие,по линии 35 квт,720.0,МШР №4,сентябрь 2021
2021-09-10 00:00:00,1.0,Другие,по линии 35 квт,720.0,МШР №2,сентябрь 2021
2021-09-10 00:00:00,1.0,Другие,по линии 35 квт,720.0,МШР №3,сентябрь 2021
2021-09-10 00:00:00,1.0,Другие,по линии 35 квт,720.0,МШР №4,сентябрь 2021
2021-09-10 00:00:00,2.0,Тех,перегруз,15.0,МШР №1,сентябрь 2021
2021-09-10 00:00:00,2.0,Другие,по линии 35 квт,720.0,МШР №2,сентябрь 2021
2021-09-10 00:00:00,2.0,Другие,по линии 35 квт,720.0,МШР №3,сентябрь 2021
2021-09-10 00:00:00,2.0,Другие,по линии 35 квт,720.0,МШР №4,сентябрь 2021
2021-09-11 00:00:00,1.0,Электрик,мтз,7.0,МШР №1,сентябрь 2021
2021-09-11 00:00:00,1.0,Другие,по линии 35 квт,720.0,МШР №2,сентябрь 2021
2021-09-11 00:00:00,1.0,Другие,по линии 35 квт,720.0,МШР №3,сентябрь 2021
2021-09-11 00:00:00,1.0,Другие,по линии 35 квт,720.0,МШР №4,сентябрь 2021
2021-09-11 00:00:00,2.0,Другие,по линии 35 квт,720.0,МШР №2,сентябрь 2021
2021-09-11 00:00:00,2.0,Другие,по линии 35 квт,720.0,МШР №3,сентябрь 2021
2021-09-11 00:00:00,2.0,Другие,по линии 35 квт,720.0,МШР №4,сентябрь 2021
2021-09-12 00:00:00,1.0,Другие,по линии 35 квт,720.0,МШР №2,сентябрь 2021
2021-09-12 00:00:00,1.0,Другие,по линии 35 квт,720.0,МШР №3,сентябрь 2021
2021-09-12 00:00:00,1.0,Другие,по линии 35 квт,720.0,МШР №4,сентябрь 2021
2021-09-12 00:00:00,2.0,Другие,по линии 35 квт,540.0,МШР №1,сентябрь 2021
2021-09-12 00:00:00,2.0,Другие,по линии 35 квт,720.0,МШР №2,сентябрь 2021
2021-09-12 00:00:00,2.0,Другие,по линии 35 квт,420.0,МШР №3,сентябрь 2021
2021-09-12 00:00:00,2.0,Другие,по линии 35 квт,720.0,МШР №4,сентябрь 2021
2021-09-13 00:00:00,1.0,Другие,по линии 35 квт,720.0,МШР №1,сентябрь 2021
2021-09-13 00:00:00,1.0,Другие,по линии 35 квт,720.0,МШР №2,сентябрь 2021
2021-09-13 00:00:00,1.0,Другие,по линии 35 квт,240.0,МШР №3,сентябрь 2021
2021-09-13 00:00:00,1.0,Другие,по линии 35 квт,720.0,МШР №4,сентябрь 2021
2021-09-13 00:00:00,2.0,Другие,по линии 35 квт,360.0,МШР №1,сентябрь 2021
2021-09-13 00:00:00,2.0,Электрик,обратный клапан,60.0,МШР №2,сентябрь 2021
2021-09-13 00:00:00,2.0,Другие,по линии 35 квт,360.0,МШР №2,сентябрь 2021
2021-09-13 00:00:00,2.0,Другие,по линии 35 квт,120.0,МШР №3,сентябрь 2021
2021-09-13 00:00:00,2.0,Другие,по линии 35 квт,360.0,МШР №4,сентябрь 2021
2021-09-14 00:00:00,1.0,Электрик,мтз,10.0,МШР №1,сентябрь 2021
2021-09-14 00:00:00,1.0,Тех,перегруз,35.0,МШР №1,сентябрь 2021
2021-09-14 00:00:00,1.0,Электрик,мтз,10.0,МШР №2,сентябрь 2021
2021-09-14 00:00:00,2.0,Тех,перегруз,10.0,МШР №3,сентябрь 2021
2021-09-14 00:00:00,2.0,Электрик,,15.0,МШР №4,сентябрь 2021
2021-09-15 00:00:00,1.0,Мех,латка на загрузочном тарцев.крышке,30.0,МШР №1,сентябрь 2021
2021-09-15 00:00:00,2.0,Тех,перегруз,30.0,МШР №1,сентябрь 2021
2021-09-15 00:00:00,2.0,Тех,перегруз,15.0,МШР №3,сентябрь 2021
2021-09-15 00:00:00,2.0,Мех,свар.раб на течке,30.0,МШР №4,сентябрь 2021
2021-09-16 00:00:00,1.0,Тех,перегруз,15.0,МШР №1,сентябрь 2021
2021-09-18 00:00:00,1.0,Тех,перегруз,20.0,МШР №3,сентябрь 2021
2021-09-20 00:00:00,1.0,Электрик,мтз,15.0,МШР №1,сентябрь 2021
2021-09-20 00:00:00,1.0,Другие,по линии 35 квт,83.0,МШР №1,сентябрь 2021
2021-09-20 00:00:00,1.0,Электрик,мтз,20.0,МШР №2,сентябрь 2021
2021-09-20 00:00:00,1.0,Другие,по линии 35 квт,85.0,МШР №2,сентябрь 2021
2021-09-20 00:00:00,1.0,Другие,по линии 35 квт,90.0,МШР №3,сентябрь 2021
2021-09-20 00:00:00,1.0,Мех,свар.работы на течке,25.0,МШР №4,сентябрь 2021
2021-09-20 00:00:00,1.0,Другие,по линии 35 квт,90.0,МШР №4,сентябрь 2021
2021-09-21 00:00:00,2.0,Мех,свар.работы на КСН1,50.0,МШР №1,сентябрь 2021
2021-09-22 00:00:00,1.0,Электрик,по э/ч,10.0,МШР №1,сентябрь 2021
2021-09-22 00:00:00,1.0,Тех,перегруз,10.0,МШР №3,сентябрь 2021
2021-09-22 00:00:00,2.0,Тех,перегруз,37.0,МШР №1,сентябрь 2021
2021-09-22 00:00:00,2.0,Тех,перегруз,65.0,МШР №3,сентябрь 2021
2021-09-23 00:00:00,2.0,Тех,перегруз,10.0,МШР №3,сентябрь 2021
2021-09-24 00:00:00,1.0,Другие,переподключение 220 Вт Кегог,139.0,МШР №1,сентябрь 2021
2021-09-24 00:00:00,1.0,Другие,переподключение 220 Вт Кегог,97.0,МШР №2,сентябрь 2021
2021-09-24 00:00:00,1.0,Тех,,144.0,МШР №3,сентябрь 2021
2021-09-24 00:00:00,1.0,Другие,переподключение 220 Вт Кегог,98.0,МШР №4,сентябрь 2021
2021-09-24 00:00:00,2.0,Тех,перегруз,30.0,МШР №3,сентябрь 2021
2021-09-25 00:00:00,1.0,Тех,перегруз,26.0,МШР №1,сентябрь 2021
2021-09-25 00:00:00,1.0,Тех,перегруз,34.0,МШР №3,сентябрь 2021
2021-09-25 00:00:00,2.0,Тех,перегруз,20.0,МШР №1,сентябрь 2021
2021-09-25 00:00:00,2.0,Тех,перегруз,15.0,МШР №3,сентябрь 2021
2021-09-25 00:00:00,2.0,Тех,перегруз,10.0,МШР №4,сентябрь 2021
2021-09-26 00:00:00,2.0,Тех,перегруз,50.0,МШР №1,сентябрь 2021
2021-09-27 00:00:00,2.0,Тех,"подтяжка болтов на барабане, вскрытие люка",43.0,МШР №1,сентябрь 2021
2021-09-27 00:00:00,2.0,Тех,"подтяжка болтов на барабане, вскрытие люка, прогрузка шаров",150.0,МШР №2,сентябрь 2021
2021-09-27 00:00:00,2.0,Мех,"Свар.раб КСН3, зумпф, течка",145.0,МШР №3,сентябрь 2021
2021-09-28 00:00:00,1.0,Тех,перегруз,14.0,МШР №1,сентябрь 2021
2021-09-28 00:00:00,2.0,Тех,перегруз,30.0,МШР №1,сентябрь 2021
2021-09-28 00:00:00,2.0,Тех,перегруз,10.0,МШР №3,сентябрь 2021
2021-09-29 00:00:00,1.0,Тех,перегруз,47.0,МШР №1,сентябрь 2021
2021-09-29 00:00:00,1.0,Тех,перегруз,65.0,МШР №3,сентябрь 2021
2021-09-29 00:00:00,1.0,Тех,перегруз,20.0,МШР №4,сентябрь 2021
2021-09-29 00:00:00,2.0,Тех,перегруз,40.0,МШР №1,сентябрь 2021
2021-09-30 00:00:00,2.0,Тех,перегруз,50.0,МШР №1,сентябрь 2021
2021-10-01 00:00:00,1.0,Тех,перегруз,20.0,МШР №1,октябрь 2021
2021-10-01 00:00:00,2.0,Тех,"перегруз, подтяжка болтов",25.0,МШР №1,октябрь 2021
2021-10-01 00:00:00,2.0,Тех,перегруз,35.0,МШР №3,октябрь 2021
2021-10-02 00:00:00,1.0,Тех,перегруз,10.0,МШР №1,октябрь 2021
2021-10-02 00:00:00,2.0,Тех,перегруз,10.0,МШР №3,октябрь 2021
2021-10-02 00:00:00,2.0,Тех,забилась бункерная течка,10.0,МШР №4,октябрь 2021
2021-10-03 00:00:00,2.0,Тех,"перегруз, подтяжка болтов",15.0,МШР №1,октябрь 2021
2021-10-04 00:00:00,1.0,Тех,перегруз,15.0,МШР №1,октябрь 2021
2021-10-04 00:00:00,1.0,Электрик,замена камеры,120.0,МШР №2,октябрь 2021
2021-10-04 00:00:00,2.0,Тех,перегруз,20.0,МШР №1,октябрь 2021
2021-10-06 00:00:00,1.0,Тех,"перегруз, подтяжка болтов",20.0,МШР №1,октябрь 2021
2021-10-06 00:00:00,1.0,Тех,подтяжка болтов,15.0,МШР №3,октябрь 2021
2021-10-06 00:00:00,2.0,Тех,перегруз,12.0,МШР №1,октябрь 2021
2021-10-06 00:00:00,2.0,Тех,перегруз,10.0,МШР №4,октябрь 2021
2021-10-07 00:00:00,1.0,Тех,перегруз,10.0,МШР №1,октябрь 2021
2021-10-07 00:00:00,1.0,Тех,перегруз,10.0,МШР №3,октябрь 2021
2021-10-07 00:00:00,2.0,Мех,замена футеровок,240.0,МШР №1,октябрь 2021
2021-10-07 00:00:00,2.0,Тех,перегруз,10.0,МШР №1,октябрь 2021
2021-10-07 00:00:00,2.0,Электрик,,60.0,МШР №3,октябрь 2021
2021-10-07 00:00:00,2.0,Тех,перегруз,10.0,МШР №3,октябрь 2021
2021-10-08 00:00:00,1.0,Мех,замена футеровок,720.0,МШР №1,октябрь 2021
2021-10-08 00:00:00,2.0,Мех,замена футеровок,720.0,МШР №1,октябрь 2021
2021-10-09 00:00:00,1.0,Тех,загрузка шаров,155.0,МШР №1,октябрь 2021
2021-10-09 00:00:00,1.0,Мех,свар.работы венец,25.0,МШР №3,октябрь 2021
2021-10-09 00:00:00,1.0,Тех,перегруз,30.0,МШР №3,октябрь 2021
2021-10-09 00:00:00,2.0,Мех,сварочные работы (загрузочная труба),90.0,МШР №2,октябрь 2021
2021-10-09 00:00:00,2.0,Электрик,,15.0,МШР №3,октябрь 2021
2021-10-09 00:00:00,2.0,Тех,ост.питателя пл эл.части,10.0,МШР №3,октябрь 2021
2021-10-10 00:00:00,1.0,Тех,перегруз,25.0,МШР №1,октябрь 2021
2021-10-10 00:00:00,1.0,Тех,перегруз,10.0,МШР №3,октябрь 2021
2021-10-10 00:00:00,2.0,Мех,свар.работы КСН1 и пртяжка болтов,30.0,МШР №1,октябрь 2021
2021-10-10 00:00:00,2.0,Мех,замена прокладки на загрузочной трубе,150.0,МШР №2,октябрь 2021
2021-10-11 00:00:00,1.0,Тех,перегруз,15.0,МШР №1,октябрь 2021
2021-10-12 00:00:00,1.0,Тех,перегруз,20.0,МШР №1,октябрь 2021
2021-10-12 00:00:00,1.0,Мех,насосы не в резерве,80.0,МШР №2,октябрь 2021
2021-10-14 00:00:00,1.0,Тех,перегруз,20.0,МШР №3,октябрь 2021
2021-10-14 00:00:00,1.0,Тех,перегруз,20.0,МШР №4,октябрь 2021
2021-10-15 00:00:00,1.0,Тех,перегруз,10.0,МШР №1,октябрь 2021
2021-10-15 00:00:00,1.0,Тех,перегруз,37.0,МШР №3,октябрь 2021
2021-10-15 00:00:00,2.0,Тех,перегруз,5.0,МШР №1,октябрь 2021
2021-10-16 00:00:00,1.0,Тех,перегруз,20.0,МШР №1,октябрь 2021
2021-10-17 00:00:00,2.0,Электрик,Сработала защита маслостанции,85.0,МШР №3,октябрь 2021
2021-10-18 00:00:00,1.0,Электрик,Сработала защита маслостанции,20.0,МШР №3,октябрь 2021
2021-10-19 00:00:00,1.0,Тех,перегруз,20.0,МШР №3,октябрь 2021
2021-10-19 00:00:00,2.0,Тех,подтяжка болтов,20.0,МШР №1,октябрь 2021
2021-10-20 00:00:00,1.0,Электрик,Сработала защита маслостанции,18.0,МШР №3,октябрь 2021
2021-10-20 00:00:00,1.0,Тех,перегруз,24.0,МШР №3,октябрь 2021
2021-10-20 00:00:00,2.0,Другие,по линии 35 квт,322.0,МШР №1,октябрь 2021
2021-10-20 00:00:00,2.0,Другие,по линии 35 квт,348.0,МШР №2,октябрь 2021
2021-10-20 00:00:00,2.0,Другие,по линии 35 квт,334.0,МШР №3,октябрь 2021
2021-10-20 00:00:00,2.0,Другие,по линии 35 квт,330.0,МШР №4,октябрь 2021
2021-10-21 00:00:00,1.0,Тех,подтяжка болтов,15.0,МШР №1,октябрь 2021
2021-10-22 00:00:00,1.0,Тех,перегруз,15.0,МШР №1,октябрь 2021
2021-10-24 00:00:00,2.0,Мех,"сварочные работы на течке загрузки, песковой зумпф, ванна ксн",283.0,МШР №3,октябрь 2021
2021-10-25 00:00:00,2.0,Мех,сварочные работы на замке венцевой шестерни,58.0,МШР №3,октябрь 2021
2021-10-25 00:00:00,2.0,Электрик,Сработала защита маслостанции,7.0,МШР №3,октябрь 2021
2021-10-26 00:00:00,1.0,Тех,перегруз,15.0,МШР №3,октябрь 2021
2021-10-26 00:00:00,1.0,Тех,перегруз,26.0,МШР №4,октябрь 2021
2021-10-26 00:00:00,2.0,Электрик,Сработала защита маслостанции,15.0,МШР №3,октябрь 2021
2021-10-26 00:00:00,2.0,Тех,перегруз,36.0,МШР №3,октябрь 2021
2021-10-27 00:00:00,2.0,Мех,сварочные работы на песковом желобе КСН,32.0,МШР №3,октябрь 2021
2021-10-27 00:00:00,2.0,Электрик,Сработала защита маслостанции,68.0,МШР №3,октябрь 2021
2021-10-27 00:00:00,2.0,Тех,"Подтяжка болтов на барабане, торцевой крышке",30.0,МШР №3,октябрь 2021
2021-09-28 00:00:00,1.0,Электрик,Сработала защита маслостанции,10.0,МШР №3,октябрь 2021
2021-09-28 00:00:00,2.0,Электрик,Сработала защита маслостанции,67.0,МШР №3,октябрь 2021
2021-09-29 00:00:00,1.0,Мех,Сварочные работы на рудной течке,20.0,МШР №4,октябрь 2021
2021-09-29 00:00:00,2.0,Электрик,Сработала защита маслостанции,15.0,МШР №3,октябрь 2021
2021-10-31 00:00:00,2.0,Мех,ППР-замена футеровки барабана,693.0,МШР №3,октябрь 2021
2021-10-01 00:00:00,1.0,Мех,ППР-замена футеровок барабана,720.0,МШР №3,ноябрь 2021
2021-10-01 00:00:00,2.0,Мех,ППР-замена футеровок барабана,580.0,МШР №3,ноябрь 2021
2021-10-01 00:00:00,2.0,Тех,Сортировка и загрузка шаров,140.0,МШР №3,ноябрь 2021
2021-10-02 00:00:00,1.0,Тех,Сортировка и загрузка шаров,720.0,МШР №3,ноябрь 2021
2021-10-02 00:00:00,2.0,Мех,Сварочные работы зумпфа 5-6 насосов,53.0,МШР №3,ноябрь 2021
2021-10-02 00:00:00,2.0,Электрик,Замена датчика (поплавок) маслостанции,53.0,МШР №3,ноябрь 2021
2021-10-02 00:00:00,2.0,Тех,"Загрузка шаров, закрытие люка",53.0,МШР №3,ноябрь 2021
2021-10-03 00:00:00,1.0,Электрик,Сработало МТЗ на подстанции,20.0,МШР №1,ноябрь 2021
2021-10-03 00:00:00,1.0,Электрик,Замена камеры,165.0,МШР №2,ноябрь 2021
2021-10-03 00:00:00,2.0,Тех,Обтяжка болтов на торцевом крышке,15.0,МШР №1,ноябрь 2021
2021-10-03 00:00:00,2.0,Тех,Обтяжка болтов на барабане,109.0,МШР №3,ноябрь 2021
2021-10-04 00:00:00,1.0,Тех,Перегруз,10.0,МШР №1,ноябрь 2021
2021-10-04 00:00:00,1.0,Тех,Перегруз,20.0,МШР №3,ноябрь 2021
2021-10-04 00:00:00,1.0,Тех,Перегруз,10.0,МШР №4,ноябрь 2021
2021-10-04 00:00:00,2.0,Мех,Замена подшипника №5 насоса,219.0,МШР №3,ноябрь 2021
2021-10-05 00:00:00,1.0,Мех,Замена футеровок,220.0,МШР №1,ноябрь 2021
2021-10-05 00:00:00,1.0,Тех,Перегруз,28.0,МШР №3,ноябрь 2021
2021-10-05 00:00:00,2.0,Мех,Замена футеровок,600.0,МШР №1,ноябрь 2021
2021-10-05 00:00:00,2.0,Тех,Загрузка шаров,120.0,МШР №1,ноябрь 2021
2021-10-06 00:00:00,1.0,Тех,Загрузка шаров,230.0,МШР №1,ноябрь 2021
2021-10-06 00:00:00,2.0,Тех,,15.0,МШР №4,ноябрь 2021
2021-10-07 00:00:00,1.0,Тех,Перегруз,10.0,МШР №1,ноябрь 2021
2021-10-07 00:00:00,1.0,Тех,Недостаток воды,10.0,МШР №4,ноябрь 2021
2021-10-08 00:00:00,1.0,Тех,Перегруз,10.0,МШР №3,ноябрь 2021
2021-10-08 00:00:00,1.0,Тех,Недостаток воды,195.0,МШР №4,ноябрь 2021
2021-10-08 00:00:00,2.0,Тех,Недостаток воды,400.0,МШР №4,ноябрь 2021
2021-10-09 00:00:00,1.0,Тех,Недостаток воды,450.0,МШР №4,ноябрь 2021
2021-10-09 00:00:00,2.0,Тех,Очистка желоба,10.0,МШР №1,ноябрь 2021
2021-10-10 00:00:00,2.0,Тех,Перегруз и очистка желоба,25.0,МШР №1,ноябрь 2021
2021-10-10 00:00:00,2.0,Тех,Перегруз и очистка желоба,25.0,МШР №3,ноябрь 2021
2021-10-11 00:00:00,1.0,Тех,Перегруз,15.0,МШР №1,ноябрь 2021
2021-10-11 00:00:00,2.0,Тех,Перегруз и протяжка болтов,25.0,МШР №1,ноябрь 2021
2021-10-11 00:00:00,2.0,Мех,Сварочные работы,10.0,МШР №3,ноябрь 2021
2021-10-12 00:00:00,2.0,Мех,Сварочные работы,15.0,МШР №3,ноябрь 2021
2021-10-13 00:00:00,1.0,Тех,Протяжка болтов,20.0,МШР №1,ноябрь 2021
2021-10-13 00:00:00,1.0,Тех,Забивка щебнем  флотации,65.0,МШР №2,ноябрь 2021
2021-10-13 00:00:00,2.0,Тех,Забивка щебнем  флотации,650.0,МШР №2,ноябрь 2021
2021-10-14 00:00:00,1.0,Тех,Забивка щебнем  флотации,94.0,МШР №2,ноябрь 2021
2021-10-14 00:00:00,2.0,Мех,Замена патрубки,75.0,МШР №2,ноябрь 2021
2021-10-14 00:00:00,2.0,Тех,Перегруз,20.0,МШР №3,ноябрь 2021
2021-10-14 00:00:00,2.0,Мех,Сварочные работы на течке,10.0,МШР №4,ноябрь 2021
2021-10-15 00:00:00,1.0,Тех,Протяжка болтов,9.0,МШР №1,ноябрь 2021
2021-10-15 00:00:00,2.0,Тех,Перегруз,10.0,МШР №4,ноябрь 2021
2021-10-16 00:00:00,1.0,Электрик,Замена ротационной полумуфты,60.0,МШР №4,ноябрь 2021
2021-10-16 00:00:00,2.0,Тех,,145.0,МШР №4,ноябрь 2021
2021-10-17 00:00:00,1.0,Тех,оторван стык ленты №3 ДСК,152.0,МШР №1,ноябрь 2021
2021-10-17 00:00:00,1.0,Тех,оторван стык ленты №3 ДСК,136.0,МШР №2,ноябрь 2021
2021-10-17 00:00:00,1.0,Тех,оторван стык ленты №3 ДСК,148.0,МШР №3,ноябрь 2021
2021-10-17 00:00:00,2.0,Мех,замена шпильки на люке,130.0,МШР №1,ноябрь 2021
2021-10-17 00:00:00,2.0,Тех,отсутствие руды,60.0,МШР №1,ноябрь 2021
2021-10-17 00:00:00,2.0,Мех,замена прокладки на люке,263.0,МШР №2,ноябрь 2021
2021-10-17 00:00:00,2.0,Электрик,замена пускателя,55.0,МШР №3,ноябрь 2021
2021-10-17 00:00:00,2.0,Тех,отсутствие руды,60.0,МШР №3,ноябрь 2021
2021-10-17 00:00:00,2.0,Тех,отсутствие руды,60.0,МШР №4,ноябрь 2021
2021-10-19 00:00:00,1.0,Тех,подтяжка болтов,15.0,МШР №1,ноябрь 2021
2021-10-20 00:00:00,2.0,Мех,по мехчасти,70.0,МШР №3,ноябрь 2021
2021-10-23 00:00:00,2.0,Электрик,замена камеры,115.0,МШР №1,ноябрь 2021
2021-10-23 00:00:00,2.0,Электрик,замена камеры,68.0,МШР №2,ноябрь 2021
2021-10-24 00:00:00,2.0,Мех,"замена болта, вскрытие люка",50.0,МШР №1,ноябрь 2021
2021-10-24 00:00:00,2.0,Мех,свар.раб на торцевой крышке,22.0,МШР №3,ноябрь 2021
2021-10-25 00:00:00,1.0,Мех,свар.раб на торцевой крышке,50.0,МШР №3,ноябрь 2021
2021-10-25 00:00:00,2.0,Другие,Отключение  ВЛ 220 кВ КИГОГ,93.0,МШР №1,ноябрь 2021
2021-10-25 00:00:00,2.0,Другие,Отключение  ВЛ 220 кВ КИГОГ,96.0,МШР №2,ноябрь 2021
2021-10-25 00:00:00,2.0,Другие,Отключение  ВЛ 220 кВ КИГОГ,80.0,МШР №3,ноябрь 2021
2021-10-25 00:00:00,2.0,Другие,Отключение  ВЛ 220 кВ КИГОГ,85.0,МШР №4,ноябрь 2021
2021-09-29 00:00:00,1.0,Электрик,"ревизия обратного клапана,компрессора",90.0,МШР №2,ноябрь 2021
2021-12-01 00:00:00,2.0,Электрик,Отключение водовода по эл части,85.0,МШР №1,Декабрь 2021
2021-12-01 00:00:00,2.0,Электрик,Замена камеры,210.0,МШР №4,Декабрь 2021
2021-12-02 00:00:00,1.0,Мех,Замена футеровки,212.0,МШР №4,Декабрь 2021
2021-12-02 00:00:00,2.0,Электрик,Замены камеры и центровка,300.0,МШР №2,Декабрь 2021
2021-12-02 00:00:00,2.0,Мех,Замена футеровки,720.0,МШР №4,Декабрь 2021
2021-12-03 00:00:00,1.0,Тех,Перегруз,20.0,МШР №3,Декабрь 2021
2021-12-03 00:00:00,1.0,Мех,Замена футеровки,720.0,МШР №4,Декабрь 2021
2021-12-03 00:00:00,2.0,Мех,Изменения схемы флотации,320.0,МШР №2,Декабрь 2021
2021-12-03 00:00:00,2.0,Тех,Ревизия и уборка флотомашин,320.0,МШР №2,Декабрь 2021
2021-12-03 00:00:00,2.0,Тех,Заклепка ленты,39.0,МШР №3,Декабрь 2021
2021-12-03 00:00:00,2.0,Мех,Замена футеровки,57.0,МШР №4,Декабрь 2021
2021-12-04 00:00:00,1.0,Мех,Изменения схемы флотации,360.0,МШР №2,Декабрь 2021
2021-12-04 00:00:00,1.0,Тех,Ревизия и уборка флотомашин,360.0,МШР №2,Декабрь 2021
2021-12-04 00:00:00,1.0,Тех,Перегруз,25.0,МШР №3,Декабрь 2021
2021-12-04 00:00:00,2.0,Тех,Перегруз,25.0,МШР №1,Декабрь 2021
2021-12-04 00:00:00,2.0,Мех,Изменения схемы флотации,360.0,МШР №2,Декабрь 2021
2021-12-04 00:00:00,2.0,Тех,Ревизия и уборка флотомашин,360.0,МШР №2,Декабрь 2021
2021-12-04 00:00:00,2.0,Тех,Перегруз,23.0,МШР №3,Декабрь 2021
2021-12-05 00:00:00,1.0,Мех,Изменения схемы флотации,360.0,МШР №2,Декабрь 2021
2021-12-05 00:00:00,1.0,Тех,Ревизия и уборка флотомашин,360.0,МШР №2,Декабрь 2021
2021-12-05 00:00:00,2.0,Мех,Изменения схемы флотации,360.0,МШР №2,Декабрь 2021
2021-12-05 00:00:00,2.0,Тех,Ревизия и уборка флотомашин,360.0,МШР №2,Декабрь 2021
2021-12-05 00:00:00,2.0,Тех,Перегруз,10.0,МШР №3,Декабрь 2021
2021-12-06 00:00:00,1.0,Мех,Изменения схемы флотации,169.0,МШР №2,Декабрь 2021
2021-12-06 00:00:00,1.0,Тех,Ревизия и уборка флотомашин,169.0,МШР №2,Декабрь 2021
2021-12-07 00:00:00,1.0,Электрик,"Токовая отсчека линии Евразия Куперс, сбои электричества в 35 кВ",60.0,МШР №1,Декабрь 2021
2021-12-07 00:00:00,1.0,Электрик,"Токовая отсчека линии Евразия Куперс, сбои электричества в 35 кВ",62.0,МШР №2,Декабрь 2021
2021-12-07 00:00:00,1.0,Электрик,"Токовая отсчека линии Евразия Куперс, сбои электричества в 35 кВ",83.0,МШР №3,Декабрь 2021
2021-12-07 00:00:00,1.0,Электрик,"Токовая отсчека линии Евразия Куперс, сбои электричества в 35 кВ",72.0,МШР №4,Декабрь 2021
2021-12-08 00:00:00,2.0,Тех,,21.0,МШР №1,Декабрь 2021
2021-12-10 00:00:00,1.0,Тех,Перегруз,20.0,МШР №3,Декабрь 2021
2021-12-10 00:00:00,2.0,Мех,Изменения схемы флотации,513.0,МШР №2,Декабрь 2021
2021-12-13 00:00:00,1.0,Мех,сварочные работы на течке,15.0,МШР №4,Декабрь 2021
2021-12-13 00:00:00,2.0,Мех,ППР,125.0,МШР №3,Декабрь 2021
2021-12-14 00:00:00,2.0,Мех,ППР,207.0,МШР №1,Декабрь 2021
