дата,смена,час,тип_данных,значение,агрегат
2026-01-07,1,1,выпуск_мкр,1.0,МКР
2026-01-07,1,2,производительность,31.5,мельница_1
2026-01-07,1,2,производительность,0.0,мельница_2
2026-01-07,1,2,производительность,27.0,мельница_3
2026-01-07,1,2,производительность,22.5,мельница_4
2026-01-07,1,2,производительность,8.1,мельница_5
2026-01-07,1,2,производительность,89.1,всего
2026-01-07,1,2,выпуск_мкр,1.0,МКР
2026-01-07,1,3,производительность,29.4,мельница_1
2026-01-07,1,3,производительность,0.0,мельница_2
2026-01-07,1,3,производительность,29.4,мельница_3
2026-01-07,1,3,производительность,21.0,мельница_4
2026-01-07,1,3,производительность,8.4,мельница_5
2026-01-07,1,3,производительность,88.2,всего
2026-01-07,1,3,выпуск_мкр,3.0,МКР
2026-01-07,1,4,производительность,37.0,мельница_1
2026-01-07,1,4,производительность,0.0,мельница_2
2026-01-07,1,4,производительность,30.62,мельница_3
2026-01-07,1,4,производительность,25.0,мельница_4
2026-01-07,1,4,производительность,12.61,мельница_5
2026-01-07,1,4,производительность,105.23,всего
2026-01-07,1,4,выпуск_мкр,3.0,МКР
2026-01-07,1,5,плотность,65.0,мельница_1
2026-01-07,1,5,плотность,56.0,мельница_2
2026-01-07,1,5,плотность,67.0,мельница_3
2026-01-07,1,5,плотность,55.0,мельница_4
2026-01-07,1,5,плотность,53.0,мельница_5
2026-01-07,1,5,слив_гидроциклон,37.0,ГЦ_1ст
2026-01-07,1,5,слив_гидроциклон,28.0,ГЦ_2ст
2026-01-07,1,5,сгуститель,44.0,сгуститель_1
2026-01-07,1,5,классификатор,50.0,классификатор_1
2026-01-07,1,5,классификатор,54.0,классификатор_3
2026-01-07,1,5,классификатор,46.0,классификатор_5
2026-01-07,1,5,ситовой_анализ,55.0,ГЦ_1ст
2026-01-07,1,5,ситовой_анализ,81.0,ГЦ_2ст
2026-01-07,1,5,производительность,24.0,мельница_1
2026-01-07,1,5,производительность,0.0,мельница_2
2026-01-07,1,5,производительность,23.744,мельница_3
2026-01-07,1,5,производительность,20.0,мельница_4
2026-01-07,1,5,производительность,12.37,мельница_5
2026-01-07,1,5,производительность,80.114,всего
2026-01-07,1,5,выпуск_мкр,3.0,МКР
2026-01-07,1,6,производительность,22.6,мельница_1
2026-01-07,1,6,производительность,0.0,мельница_2
2026-01-07,1,6,производительность,24.0,мельница_3
2026-01-07,1,6,производительность,21.0,мельница_4
2026-01-07,1,6,производительность,13.91,мельница_5
2026-01-07,1,6,производительность,81.50999999999999,всего
2026-01-07,1,6,выпуск_мкр,3.0,МКР
2026-01-07,1,7,производительность,38.2,мельница_1
2026-01-07,1,7,производительность,0.0,мельница_2
2026-01-07,1,7,производительность,38.821,мельница_3
2026-01-07,1,7,производительность,28.0,мельница_4
2026-01-07,1,7,производительность,9.0,мельница_5
2026-01-07,1,7,производительность,114.021,всего
2026-01-07,1,7,выпуск_мкр,3.0,МКР
2026-01-07,1,8,производительность,37.2,мельница_1
2026-01-07,1,8,производительность,0.0,мельница_2
2026-01-07,1,8,производительность,38.34,мельница_3
2026-01-07,1,8,производительность,20.0,мельница_4
2026-01-07,1,8,производительность,9.35,мельница_5
2026-01-07,1,8,производительность,104.89,всего
2026-01-07,1,8,выпуск_мкр,4.0,МКР
2026-01-07,1,среднее,плотность_ср,67.5,мельница_1
2026-01-07,1,среднее,плотность_ср,58.5,мельница_2
2026-01-07,1,среднее,плотность_ср,68.5,мельница_3
2026-01-07,1,среднее,плотность_ср,61.5,мельница_4
2026-01-07,1,среднее,плотность_ср,60.5,мельница_5
2026-01-07,1,среднее,слив_гидроциклон_ср,41.5,ГЦ_1ст
2026-01-07,1,среднее,слив_гидроциклон_ср,33.5,ГЦ_2ст
2026-01-07,1,среднее,производительность_итого,1274.5860000000002,всего
2026-01-07,1,,счетчик_начало,21.0,мельница_1
2026-01-07,1,,счетчик_конец,515586.0,мельница_1
2026-01-07,1,,переработка,516005.2,мельница_1
2026-01-07,1,,счетчик_начало,22.0,мельница_2
2026-01-07,1,,счетчик_конец,812991.7609999999,мельница_2
2026-01-07,1,,переработка,813415.767,мельница_2
2026-01-07,1,,счетчик_начало,23.0,мельница_3
2026-01-07,1,,счетчик_конец,506303.0,мельница_3
2026-01-07,1,,переработка,506603.0,мельница_3
2026-01-07,1,,счетчик_начало,24.0,мельница_4
2026-01-07,1,,счетчик_конец,1712.66,мельница_4
2026-01-07,1,,переработка,1844.04,мельница_4
2026-01-07,1,,счетчик_начало,1.0,мельница_5
2026-01-07,1,,счетчик_начало,2.0,мельница_6
2026-01-07,1,,мкр_остаток_начало,32.0,МКР
2026-01-07,1,,мкр_выпуск,31.0,МКР
2026-01-07,1,,мкр_остаток_конец,63.0,МКР
2026-01-07,1,21:00,ph,9.55,ГЦ_1
2026-01-07,1,23:00,ph,9.23,ГЦ_1
2026-01-07,1,03:00,ph,9.44,ГЦ_1
2026-01-07,1,05:00,ph,9.91,ГЦ_1
2026-01-07,1,07:00,ph,10.26,ГЦ_1
2026-01-07,1,среднее,ph_ср,9.788333333333332,ГЦ_1
2026-01-07,2,9,производительность,12.3,мельница_1
2026-01-07,2,9,производительность,0.0,мельница_2
2026-01-07,2,9,производительность,24.961,мельница_3
2026-01-07,2,9,производительность,12.0,мельница_4
2026-01-07,2,9,производительность,2.74,мельница_5
2026-01-07,2,9,производительность,52.001,всего
2026-01-07,2,10,производительность,8.9,мельница_1
2026-01-07,2,10,производительность,0.0,мельница_2
2026-01-07,2,10,производительность,28.519,мельница_3
2026-01-07,2,10,производительность,18.0,мельница_4
2026-01-07,2,10,производительность,0.0,мельница_5
2026-01-07,2,10,производительность,55.419,всего
2026-01-07,2,10,выпуск_мкр,1.0,МКР
2026-01-07,2,11,плотность,27.0,мельница_1
2026-01-07,2,11,плотность,44.0,мельница_2
2026-01-07,2,11,плотность,73.0,мельница_3
2026-01-07,2,11,плотность,29.0,мельница_4
2026-01-07,2,11,слив_гидроциклон,33.0,ГЦ_1ст
2026-01-07,2,11,слив_гидроциклон,22.0,ГЦ_2ст
2026-01-07,2,11,сгуститель,35.0,сгуститель_1
2026-01-07,2,11,классификатор,15.0,классификатор_1
2026-01-07,2,11,классификатор,58.0,классификатор_3
2026-01-07,2,11,ситовой_анализ,58.0,ГЦ_1ст
2026-01-07,2,11,ситовой_анализ,83.0,ГЦ_2ст
2026-01-07,2,11,производительность,7.7,мельница_1
2026-01-07,2,11,производительность,0.0,мельница_2
2026-01-07,2,11,производительность,43.156,мельница_3
2026-01-07,2,11,производительность,7.0,мельница_4
2026-01-07,2,11,производительность,0.0,мельница_5
2026-01-07,2,11,производительность,57.856,всего
2026-01-07,2,11,выпуск_мкр,2.0,МКР
2026-01-07,2,12,производительность,12.9,мельница_1
2026-01-07,2,12,производительность,0.0,мельница_2
2026-01-07,2,12,производительность,42.668,мельница_3
2026-01-07,2,12,производительность,31.0,мельница_4
2026-01-07,2,12,производительность,0.0,мельница_5
2026-01-07,2,12,производительность,86.568,всего
2026-01-07,2,12,выпуск_мкр,3.0,МКР
2026-01-07,2,13,производительность,21.4,мельница_1
2026-01-07,2,13,производительность,0.0,мельница_2
2026-01-07,2,13,производительность,48.479,мельница_3
2026-01-07,2,13,производительность,35.0,мельница_4
2026-01-07,2,13,производительность,4.19,мельница_5
2026-01-07,2,13,производительность,109.06899999999999,всего
2026-01-07,2,13,выпуск_мкр,2.0,МКР
2026-01-07,2,14,плотность,59.0,мельница_5
2026-01-07,2,14,классификатор,44.0,классификатор_5
2026-01-07,2,14,производительность,41.5,мельница_1
2026-01-07,2,14,производительность,0.0,мельница_2
2026-01-07,2,14,производительность,49.034,мельница_3
2026-01-07,2,14,производительность,34.0,мельница_4
2026-01-07,2,14,производительность,7.95,мельница_5
2026-01-07,2,14,производительность,132.48399999999998,всего
2026-01-07,2,14,выпуск_мкр,4.0,МКР
2026-01-07,2,15,производительность,36.5,мельница_1
2026-01-07,2,15,производительность,0.0,мельница_2
2026-01-07,2,15,производительность,19.269,мельница_3
2026-01-07,2,15,производительность,36.0,мельница_4
2026-01-07,2,15,производительность,9.11,мельница_5
2026-01-07,2,15,производительность,100.879,всего
2026-01-07,2,15,выпуск_мкр,4.0,МКР
2026-01-07,2,16,производительность,37.3,мельница_1
2026-01-07,2,16,производительность,0.0,мельница_2
2026-01-07,2,16,производительность,17.259,мельница_3
2026-01-07,2,16,производительность,36.0,мельница_4
2026-01-07,2,16,производительность,5.9,мельница_5
2026-01-07,2,16,производительность,96.459,всего
2026-01-07,2,16,выпуск_мкр,4.0,МКР
2026-01-07,2,17,плотность,65.0,мельница_1
2026-01-07,2,17,плотность,49.0,мельница_2
2026-01-07,2,17,плотность,62.0,мельница_4
2026-01-07,2,17,плотность,40.0,мельница_5
2026-01-07,2,17,слив_гидроциклон,40.0,ГЦ_1ст
2026-01-07,2,17,слив_гидроциклон,31.0,ГЦ_2ст
2026-01-07,2,17,сгуститель,40.0,сгуститель_1
2026-01-07,2,17,классификатор,45.0,классификатор_1
2026-01-07,2,17,классификатор,39.0,классификатор_5
2026-01-07,2,17,ситовой_анализ,54.0,ГЦ_1ст
2026-01-07,2,17,ситовой_анализ,72.0,ГЦ_2ст
2026-01-07,2,17,производительность,35.1,мельница_1
2026-01-07,2,17,производительность,0.0,мельница_2
2026-01-07,2,17,производительность,0.0,мельница_3
2026-01-07,2,17,производительность,32.0,мельница_4
2026-01-07,2,17,производительность,7.2,мельница_5
2026-01-07,2,17,производительность,74.3,всего
2026-01-07,2,17,выпуск_мкр,3.0,МКР
2026-01-07,2,18,производительность,40.6,мельница_1
2026-01-07,2,18,производительность,0.0,мельница_2
2026-01-07,2,18,производительность,0.0,мельница_3
2026-01-07,2,18,производительность,37.0,мельница_4
2026-01-07,2,18,производительность,8.21,мельница_5
2026-01-07,2,18,производительность,85.81,всего
2026-01-07,2,18,выпуск_мкр,4.0,МКР
2026-01-07,2,19,производительность,19.0,мельница_1
2026-01-07,2,19,производительность,0.0,мельница_2
2026-01-07,2,19,производительность,0.0,мельница_3
2026-01-07,2,19,производительность,15.0,мельница_4
2026-01-07,2,19,производительность,4.29,мельница_5
2026-01-07,2,19,производительность,38.29,всего
2026-01-07,2,19,выпуск_мкр,5.0,МКР
2026-01-07,2,20,производительность,33.0,мельница_1
2026-01-07,2,20,производительность,0.0,мельница_2
2026-01-07,2,20,производительность,0.0,мельница_3
2026-01-07,2,20,производительность,9.5,мельница_4
2026-01-07,2,20,производительность,9.0,мельница_5
2026-01-07,2,20,производительность,51.5,всего
2026-01-07,2,20,выпуск_мкр,3.0,МКР
2026-01-07,2,среднее,плотность_ср,46.0,мельница_1
2026-01-07,2,среднее,плотность_ср,46.5,мельница_2
2026-01-07,2,среднее,плотность_ср,73.0,мельница_3
2026-01-07,2,среднее,плотность_ср,45.5,мельница_4
2026-01-07,2,среднее,плотность_ср,49.5,мельница_5
2026-01-07,2,среднее,слив_гидроциклон_ср,36.5,ГЦ_1ст
2026-01-07,2,среднее,слив_гидроциклон_ср,26.5,ГЦ_2ст
2026-01-07,2,среднее,производительность_итого,940.6350000000001,всего
2026-01-07,2,,счетчик_начало,9.0,мельница_1
2026-01-07,2,,счетчик_конец,515946.2,мельница_1
2026-01-07,2,,переработка,516252.4,мельница_1
2026-01-07,2,,счетчик_начало,10.0,мельница_2
2026-01-07,2,,счетчик_конец,813422.012,мельница_2
2026-01-07,2,,переработка,813695.357,мельница_2
2026-01-07,2,,счетчик_начало,11.0,мельница_3
2026-01-07,2,,счетчик_конец,506424.0,мельница_3
2026-01-07,2,,переработка,506726.5,мельница_3
2026-01-07,2,,счетчик_начало,12.0,мельница_4
2026-01-07,2,,счетчик_конец,1853.97,мельница_4
2026-01-07,2,,переработка,1912.56,мельница_4
2026-01-07,2,,счетчик_начало,13.0,мельница_5
2026-01-07,2,,счетчик_начало,14.0,мельница_6
2026-01-07,2,,загрузка_шаров_диаметр,70.0,мельница_1
2026-01-07,2,,загрузка_шаров_вес,0.2,мельница_1
2026-01-07,2,,загрузка_шаров_примечание,новые,мельница_1
2026-01-07,2,,загрузка_шаров_диаметр,20.0,мельница_2
2026-01-07,2,,загрузка_шаров_вес,0.2,мельница_2
2026-01-07,2,,загрузка_шаров_примечание,новые,мельница_2
2026-01-07,2,,загрузка_шаров_диаметр,70.0,мельница_3
2026-01-07,2,,загрузка_шаров_вес,0.2,мельница_3
2026-01-07,2,,загрузка_шаров_примечание,новые,мельница_3
2026-01-07,2,,загрузка_шаров_диаметр,70.0,мельница_4
2026-01-07,2,,загрузка_шаров_вес,0.2,мельница_4
2026-01-07,2,,загрузка_шаров_примечание,новые,мельница_4
2026-01-07,2,,простой_начало,08:30:00,мельница_5
2026-01-07,2,,простой_конец,12:29:00,мельница_5
2026-01-07,2,,простой_длительность,3 часа 59 мин,мельница_5
2026-01-07,2,,простой_причина,Остановили МШР - ППР. Питание остановили в 08:20. В 10:30 закончили по мех части.,мельница_5
2026-01-07,2,,простой_начало,15:29:00,мельница_3
2026-01-07,2,,простой_конец,20:00:00,мельница_3
2026-01-07,2,,простой_длительность,4 часа 31 мин,мельница_3
2026-01-07,2,,простой_причина,Остановили МШР - ППР. Питание остановили в 15:20,мельница_3
2026-01-07,2,,простой_начало,17:49:00,мельница_2
2026-01-07,2,,простой_конец,20:00:00,мельница_2
2026-01-07,2,,простой_длительность,2 часа 11 мин,мельница_2
2026-01-07,2,,простой_причина,"Самопроизвольная остановка МШЦ по эл части - замена обратного, распределительного клапана.",мельница_2
2026-01-07,2,,мкр_остаток_начало,63.0,МКР
2026-01-07,2,,мкр_выпуск,35.0,МКР
2026-01-07,2,,мкр_отгружено,56.0,МКР
2026-01-07,2,,мкр_остаток_конец,42.0,МКР
2026-01-07,2,21:00,ph,9.41,ГЦ_1
2026-01-07,2,23:00,ph,10.59,ГЦ_1
2026-01-07,2,03:00,ph,9.14,ГЦ_1
2026-01-07,2,05:00,ph,10.99,ГЦ_1
2026-01-07,2,07:00,ph,9.99,ГЦ_1
2026-01-07,2,среднее,ph_ср,10.033333333333333,ГЦ_1
2026-01-08,1,21,производительность,26.1,мельница_1
2026-01-08,1,21,производительность,0.0,мельница_2
2026-01-08,1,21,производительность,0.0,мельница_3
2026-01-08,1,21,производительность,33.0,мельница_4
2026-01-08,1,21,производительность,8.82,мельница_5
2026-01-08,1,21,производительность,67.92,всего
2026-01-08,1,21,выпуск_мкр,3.0,МКР
2026-01-08,1,22,производительность,36.9,мельница_1
2026-01-08,1,22,производительность,0.0,мельница_2
2026-01-08,1,22,производительность,0.0,мельница_3
2026-01-08,1,22,производительность,29.0,мельница_4
2026-01-08,1,22,производительность,7.3,мельница_5
2026-01-08,1,22,производительность,73.2,всего
2026-01-08,1,22,выпуск_мкр,3.0,МКР
2026-01-08,1,23,производительность,45.6,мельница_1
2026-01-08,1,23,производительность,0.0,мельница_2
2026-01-08,1,23,производительность,0.0,мельница_3
2026-01-08,1,23,производительность,37.0,мельница_4
2026-01-08,1,23,производительность,10.12,мельница_5
2026-01-08,1,23,производительность,92.72,всего
2026-01-08,1,23,выпуск_мкр,3.0,МКР
2026-01-08,1,24,плотность,67.0,мельница_1
2026-01-08,1,24,плотность,51.0,мельница_2
2026-01-08,1,24,плотность,67.0,мельница_4
2026-01-08,1,24,плотность,60.0,мельница_5
2026-01-08,1,24,слив_гидроциклон,43.0,ГЦ_1ст
2026-01-08,1,24,слив_гидроциклон,29.0,ГЦ_2ст
2026-01-08,1,24,классификатор,51.0,классификатор_1
2026-01-08,1,24,классификатор,44.0,классификатор_5
2026-01-08,1,24,ситовой_анализ,56.0,ГЦ_1ст
2026-01-08,1,24,ситовой_анализ,74.0,ГЦ_2ст
2026-01-08,1,24,производительность,39.1,мельница_1
2026-01-08,1,24,производительность,0.0,мельница_2
2026-01-08,1,24,производительность,0.0,мельница_3
2026-01-08,1,24,производительность,24.0,мельница_4
2026-01-08,1,24,производительность,8.14,мельница_5
2026-01-08,1,24,производительность,71.24000000000001,всего
2026-01-08,1,24,выпуск_мкр,3.0,МКР
2026-01-08,1,1,производительность,41.2,мельница_1
2026-01-08,1,1,производительность,0.0,мельница_2
2026-01-08,1,1,производительность,0.0,мельница_3
2026-01-08,1,1,производительность,24.0,мельница_4
2026-01-08,1,1,производительность,8.8,мельница_5
2026-01-08,1,1,производительность,74.0,всего
2026-01-08,1,1,выпуск_мкр,1.0,МКР
2026-01-08,1,2,производительность,37.2,мельница_1
2026-01-08,1,2,производительность,0.0,мельница_2
2026-01-08,1,2,производительность,0.0,мельница_3
2026-01-08,1,2,производительность,35.0,мельница_4
2026-01-08,1,2,производительность,7.89,мельница_5
2026-01-08,1,2,производительность,80.09,всего
2026-01-08,1,2,выпуск_мкр,4.0,МКР
2026-01-08,1,3,производительность,44.0,мельница_1
2026-01-08,1,3,производительность,0.0,мельница_2
2026-01-08,1,3,производительность,32.106,мельница_3
2026-01-08,1,3,производительность,30.0,мельница_4
2026-01-08,1,3,производительность,7.53,мельница_5
2026-01-08,1,3,производительность,113.636,всего
2026-01-08,1,3,выпуск_мкр,4.0,МКР
2026-01-08,1,4,производительность,43.0,мельница_1
2026-01-08,1,4,производительность,0.0,мельница_2
2026-01-08,1,4,производительность,43.209,мельница_3
2026-01-08,1,4,производительность,31.0,мельница_4
2026-01-08,1,4,производительность,9.52,мельница_5
2026-01-08,1,4,производительность,126.729,всего
2026-01-08,1,4,выпуск_мкр,3.0,МКР
2026-01-08,1,5,плотность,70.0,мельница_1
2026-01-08,1,5,плотность,62.0,мельница_2
2026-01-08,1,5,плотность,73.0,мельница_3
2026-01-08,1,5,плотность,68.0,мельница_4
2026-01-08,1,5,плотность,69.0,мельница_5
2026-01-08,1,5,слив_гидроциклон,44.0,ГЦ_1ст
2026-01-08,1,5,слив_гидроциклон,32.0,ГЦ_2ст
2026-01-08,1,5,классификатор,58.0,классификатор_1
2026-01-08,1,5,классификатор,58.0,классификатор_3
2026-01-08,1,5,классификатор,52.0,классификатор_5
2026-01-08,1,5,ситовой_анализ,52.0,ГЦ_1ст
2026-01-08,1,5,ситовой_анализ,71.0,ГЦ_2ст
2026-01-08,1,5,производительность,42.0,мельница_1
2026-01-08,1,5,производительность,0.0,мельница_2
2026-01-08,1,5,производительность,39.269,мельница_3
2026-01-08,1,5,производительность,32.0,мельница_4
2026-01-08,1,5,производительность,10.7,мельница_5
2026-01-08,1,5,производительность,123.96900000000001,всего
2026-01-08,1,5,выпуск_мкр,5.0,МКР
2026-01-08,1,6,производительность,42.0,мельница_1
2026-01-08,1,6,производительность,0.0,мельница_2
2026-01-08,1,6,производительность,40.033,мельница_3
2026-01-08,1,6,производительность,32.0,мельница_4
2026-01-08,1,6,производительность,9.62,мельница_5
2026-01-08,1,6,производительность,123.653,всего
2026-01-08,1,6,выпуск_мкр,4.0,МКР
2026-01-08,1,7,производительность,42.0,мельница_1
2026-01-08,1,7,производительность,0.0,мельница_2
2026-01-08,1,7,производительность,43.332,мельница_3
2026-01-08,1,7,производительность,32.0,мельница_4
2026-01-08,1,7,производительность,8.79,мельница_5
2026-01-08,1,7,производительность,126.12199999999999,всего
2026-01-08,1,7,выпуск_мкр,3.0,МКР
2026-01-08,1,8,производительность,41.0,мельница_1
2026-01-08,1,8,производительность,0.0,мельница_2
2026-01-08,1,8,производительность,46.035,мельница_3
2026-01-08,1,8,производительность,33.0,мельница_4
2026-01-08,1,8,производительность,8.25,мельница_5
2026-01-08,1,8,производительность,128.285,всего
2026-01-08,1,8,выпуск_мкр,5.0,МКР
2026-01-08,1,среднее,плотность_ср,68.5,мельница_1
2026-01-08,1,среднее,плотность_ср,56.5,мельница_2
2026-01-08,1,среднее,плотность_ср,73.0,мельница_3
2026-01-08,1,среднее,плотность_ср,67.5,мельница_4
2026-01-08,1,среднее,плотность_ср,64.5,мельница_5
2026-01-08,1,среднее,слив_гидроциклон_ср,43.5,ГЦ_1ст
2026-01-08,1,среднее,слив_гидроциклон_ср,30.5,ГЦ_2ст
2026-01-08,1,среднее,производительность_итого,1201.5639999999999,всего
2026-01-08,1,,счетчик_начало,21.0,мельница_1
2026-01-08,1,,счетчик_конец,516251.8,мельница_1
2026-01-08,1,,переработка,516731.89999999997,мельница_1
2026-01-08,1,,счетчик_начало,22.0,мельница_2
2026-01-08,1,,счетчик_конец,813695.357,мельница_2
2026-01-08,1,,переработка,813939.341,мельница_2
2026-01-08,1,,счетчик_начало,23.0,мельница_3
2026-01-08,1,,счетчик_конец,506725.0,мельница_3
2026-01-08,1,,переработка,507097.0,мельница_3
2026-01-08,1,,счетчик_начало,24.0,мельница_4
2026-01-08,1,,счетчик_конец,1916.23,мельница_4
2026-01-08,1,,переработка,2021.71,мельница_4
2026-01-08,1,,счетчик_начало,1.0,мельница_5
2026-01-08,1,,счетчик_начало,2.0,мельница_6
2026-01-08,1,,простой_начало,20:00:00,мельница_2
2026-01-08,1,,простой_конец,20:04:00,мельница_2
2026-01-08,1,,простой_длительность,04мин,мельница_2
2026-01-08,1,,простой_причина,"Остановка МШЦ по эл части - замена обратного, распределительного клапана.",мельница_2
2026-01-08,1,,простой_начало,20:00:00,мельница_3
2026-01-08,1,,простой_конец,02:12:00,мельница_3
2026-01-08,1,,простой_длительность,6час 12мин,мельница_3
2026-01-08,1,,простой_причина,Остановили МШР - ППР,мельница_3
2026-01-08,1,,мкр_остаток_начало,42.0,МКР
2026-01-08,1,,мкр_выпуск,41.0,МКР
2026-01-08,1,,мкр_остаток_конец,83.0,МКР
2026-01-08,1,21:00,ph,9.63,ГЦ_1
2026-01-08,1,23:00,ph,9.59,ГЦ_1
2026-01-08,1,03:00,ph,9.02,ГЦ_1
2026-01-08,1,05:00,ph,10.33,ГЦ_1
2026-01-08,1,07:00,ph,9.87,ГЦ_1
2026-01-08,1,среднее,ph_ср,9.728333333333333,ГЦ_1
2026-01-08,2,9,производительность,39.9,мельница_1
2026-01-08,2,9,производительность,0.0,мельница_2
2026-01-08,2,9,производительность,14.735,мельница_3
2026-01-08,2,9,производительность,32.0,мельница_4
2026-01-08,2,9,производительность,10.69,мельница_5
2026-01-08,2,9,производительность,97.32499999999999,всего
2026-01-08,2,10,производительность,39.1,мельница_1
2026-01-08,2,10,производительность,0.0,мельница_2
2026-01-08,2,10,производительность,40.167,мельница_3
2026-01-08,2,10,производительность,31.0,мельница_4
2026-01-08,2,10,производительность,10.82,мельница_5
2026-01-08,2,10,производительность,121.08699999999999,всего
2026-01-08,2,10,выпуск_мкр,3.0,МКР
2026-01-08,2,11,плотность,64.0,мельница_1
2026-01-08,2,11,плотность,51.0,мельница_2
2026-01-08,2,11,плотность,75.0,мельница_3
2026-01-08,2,11,плотность,57.0,мельница_4
2026-01-08,2,11,плотность,60.0,мельница_5
2026-01-08,2,11,слив_гидроциклон,42.0,ГЦ_1ст
2026-01-08,2,11,слив_гидроциклон,35.0,ГЦ_2ст
2026-01-08,2,11,классификатор,42.0,классификатор_1
2026-01-08,2,11,классификатор,55.0,классификатор_3
2026-01-08,2,11,классификатор,40.0,классификатор_5
2026-01-08,2,11,ситовой_анализ,55.0,ГЦ_1ст
2026-01-08,2,11,ситовой_анализ,68.0,ГЦ_2ст
2026-01-08,2,11,производительность,38.1,мельница_1
2026-01-08,2,11,производительность,0.0,мельница_2
2026-01-08,2,11,производительность,44.272,мельница_3
2026-01-08,2,11,производительность,32.0,мельница_4
2026-01-08,2,11,производительность,11.71,мельница_5
2026-01-08,2,11,производительность,126.082,всего
2026-01-08,2,11,выпуск_мкр,2.0,МКР
2026-01-08,2,12,производительность,43.1,мельница_1
2026-01-08,2,12,производительность,0.0,мельница_2
2026-01-08,2,12,производительность,40.805,мельница_3
2026-01-08,2,12,производительность,32.0,мельница_4
2026-01-08,2,12,производительность,15.08,мельница_5
2026-01-08,2,12,производительность,130.985,всего
2026-01-08,2,12,выпуск_мкр,2.0,МКР
2026-01-08,2,13,производительность,37.6,мельница_1
2026-01-08,2,13,производительность,0.0,мельница_2
2026-01-08,2,13,производительность,32.199,мельница_3
2026-01-08,2,13,производительность,30.0,мельница_4
2026-01-08,2,13,производительность,10.86,мельница_5
2026-01-08,2,13,производительность,110.659,всего
2026-01-08,2,13,выпуск_мкр,2.0,МКР
2026-01-08,2,14,производительность,35.2,мельница_1
2026-01-08,2,14,производительность,0.0,мельница_2
2026-01-08,2,14,производительность,22.162,мельница_3
2026-01-08,2,14,производительность,24.0,мельница_4
2026-01-08,2,14,производительность,16.63,мельница_5
2026-01-08,2,14,производительность,97.99199999999999,всего
2026-01-08,2,14,выпуск_мкр,6.0,МКР
2026-01-08,2,15,производительность,36.5,мельница_1
2026-01-08,2,15,производительность,0.0,мельница_2
2026-01-08,2,15,производительность,30.679,мельница_3
2026-01-08,2,15,производительность,18.0,мельница_4
2026-01-08,2,15,производительность,16.69,мельница_5
2026-01-08,2,15,производительность,101.869,всего
2026-01-08,2,15,выпуск_мкр,3.0,МКР
2026-01-08,2,16,производительность,29.1,мельница_1
2026-01-08,2,16,производительность,0.0,мельница_2
2026-01-08,2,16,производительность,21.498,мельница_3
2026-01-08,2,16,производительность,26.0,мельница_4
2026-01-08,2,16,производительность,15.68,мельница_5
2026-01-08,2,16,производительность,92.27799999999999,всего
2026-01-08,2,16,выпуск_мкр,3.0,МКР
2026-01-08,2,17,плотность,61.0,мельница_1
2026-01-08,2,17,плотность,62.0,мельница_2
2026-01-08,2,17,плотность,71.0,мельница_3
2026-01-08,2,17,плотность,61.0,мельница_4
2026-01-08,2,17,плотность,60.0,мельница_5
2026-01-08,2,17,слив_гидроциклон,40.0,ГЦ_1ст
2026-01-08,2,17,слив_гидроциклон,32.0,ГЦ_2ст
2026-01-08,2,17,сгуститель,20.0,сгуститель_1
2026-01-08,2,17,сгуститель,35.0,сгуститель_2
2026-01-08,2,17,классификатор,38.0,классификатор_1
2026-01-08,2,17,классификатор,55.0,классификатор_3
2026-01-08,2,17,классификатор,51.0,классификатор_5
2026-01-08,2,17,ситовой_анализ,57.0,ГЦ_1ст
2026-01-08,2,17,ситовой_анализ,72.0,ГЦ_2ст
2026-01-08,2,17,производительность,27.4,мельница_1
2026-01-08,2,17,производительность,0.0,мельница_2
2026-01-08,2,17,производительность,38.293,мельница_3
2026-01-08,2,17,производительность,25.0,мельница_4
2026-01-08,2,17,производительность,14.62,мельница_5
2026-01-08,2,17,производительность,105.313,всего
2026-01-08,2,17,выпуск_мкр,4.0,МКР
2026-01-08,2,18,производительность,36.3,мельница_1
2026-01-08,2,18,производительность,0.0,мельница_2
2026-01-08,2,18,производительность,42.703,мельница_3
2026-01-08,2,18,производительность,37.0,мельница_4
2026-01-08,2,18,производительность,14.34,мельница_5
2026-01-08,2,18,производительность,130.343,всего
2026-01-08,2,18,выпуск_мкр,4.0,МКР
2026-01-08,2,19,производительность,36.1,мельница_1
2026-01-08,2,19,производительность,0.0,мельница_2
2026-01-08,2,19,производительность,31.037,мельница_3
2026-01-08,2,19,производительность,39.0,мельница_4
2026-01-08,2,19,производительность,15.72,мельница_5
2026-01-08,2,19,производительность,121.857,всего
2026-01-08,2,19,выпуск_мкр,5.0,МКР
2026-01-08,2,20,производительность,38.4,мельница_1
2026-01-08,2,20,производительность,0.0,мельница_2
2026-01-08,2,20,производительность,41.206,мельница_3
2026-01-08,2,20,производительность,36.0,мельница_4
2026-01-08,2,20,производительность,14.41,мельница_5
2026-01-08,2,20,производительность,130.016,всего
2026-01-08,2,20,выпуск_мкр,4.0,МКР
2026-01-08,2,среднее,плотность_ср,62.5,мельница_1
2026-01-08,2,среднее,плотность_ср,56.5,мельница_2
2026-01-08,2,среднее,плотность_ср,73.0,мельница_3
2026-01-08,2,среднее,плотность_ср,59.0,мельница_4
2026-01-08,2,среднее,плотность_ср,60.0,мельница_5
