дата,смена,тип_записи,плотность_мельница_1_ср,плотность_мельница_2_ср,плотность_мельница_3_ср,плотность_мельница_4_ср,плотность_мельница_5_ср,слив_гидроциклон_1ст_ср,слив_гидроциклон_2ст_ср,производительность_итого,мельница,счетчик_начало,счетчик_конец,переработка,диаметр_мм,вес_тн,примечание,время_начала,время_окончания,длительность,причина,мкр_остаток_начало,мкр_выпуск,мкр_отгружено,мкр_остаток_конец,время,ph_слив_гц1,ph_слив_гц1_ср
2026-01-01,1,итого_смена,69.0,60.0,,68.0,65.0,44.5,31.0,1025.1979999999999,,,,,,,,,,,,,,,,,,
2026-01-01,1,счетчик,,,,,,,,,1.0,21.0,510168.7,510645.7,,,,,,,,,,,,,,
2026-01-01,1,счетчик,,,,,,,,,2.0,22.0,810050.111,810050.111,,,,,,,,,,,,,,
2026-01-01,1,счетчик,,,,,,,,,3.0,23.0,502129.0,502531.0,,,,,,,,,,,,,,
2026-01-01,1,счетчик,,,,,,,,,4.0,24.0,8613.78,8759.978000000001,,,,,,,,,,,,,,
2026-01-01,1,счетчик,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,
2026-01-01,1,счетчик,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,
2026-01-01,1,загрузка_шаров,,,,,,,,,1.0,,,,60.0,0.2,новые,,,,,,,,,,,
2026-01-01,1,загрузка_шаров,,,,,,,,,2.0,,,,30.0,0.15,новые,,,,,,,,,,,
2026-01-01,1,загрузка_шаров,,,,,,,,,4.0,,,,60.0,0.2,новые,,,,,,,,,,,
2026-01-01,1,загрузка_шаров,,,,,,,,,5.0,,,,60.0,0.1,новые,,,,,,,,,,,
2026-01-01,1,простой,,,,,,,,,3.0,,,,,,,20:00:00,08:00:00,12часов,МШР стоит - ППР.,,,,,,,
2026-01-01,1,мкр,,,,,,,,,,,,,,,,,,,,73.0,10.0,,83.0,,,
2026-01-01,1,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,10.18,
2026-01-01,1,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,10.09,
2026-01-01,1,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,9.1,
2026-01-01,1,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,9.5,
2026-01-01,1,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,9.97,
2026-01-01,1,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.743333333333332
2026-01-01,2,итого_смена,69.0,52.0,,63.0,66.5,44.5,32.5,1018.772,,,,,,,,,,,,,,,,,,
2026-01-01,2,счетчик,,,,,,,,,1.0,9.0,510645.7,511132.9,,,,,,,,,,,,,,
2026-01-01,2,счетчик,,,,,,,,,2.0,10.0,810050.111,810050.111,,,,,,,,,,,,,,
2026-01-01,2,счетчик,,,,,,,,,3.0,11.0,502531.0,502926.0,,,,,,,,,,,,,,
2026-01-01,2,счетчик,,,,,,,,,4.0,12.0,101.317,237.889,,,,,,,,,,,,,,
2026-01-01,2,счетчик,,,,,,,,,5.0,13.0,,,,,,,,,,,,,,,,
2026-01-01,2,счетчик,,,,,,,,,6.0,14.0,,,,,,,,,,,,,,,,
2026-01-01,2,загрузка_шаров,,,,,,,,,1.0,,,,60.0,0.2,новые,,,,,,,,,,,
2026-01-01,2,загрузка_шаров,,,,,,,,,2.0,,,,30.0,0.2,новые,,,,,,,,,,,
2026-01-01,2,загрузка_шаров,,,,,,,,,4.0,,,,60.0,0.2,новые,,,,,,,,,,,
2026-01-01,2,загрузка_шаров,,,,,,,,,5.0,,,,60.0,0.1,новые,,,,,,,,,,,
2026-01-01,2,простой,,,,,,,,,3.0,,,,,,,08:00:00,20:00:00,12 часов,МШР стоит - ППР.,,,,,,,
2026-01-01,2,мкр,,,,,,,,,,,,,,,,,,,,83.0,8.0,,91.0,,,
2026-01-01,2,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.12,
2026-01-01,2,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,9.03,
2026-01-01,2,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,9.02,
2026-01-01,2,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,10.34,
2026-01-01,2,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,9.16,
2026-01-01,2,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.428333333333333
2026-01-02,1,итого_смена,67.5,59.5,,68.5,65.0,45.0,32.0,1017.086,,,,,,,,,,,,,,,,,,
2026-01-02,1,счетчик,,,,,,,,,1.0,21.0,511132.9,511610.7,,,,,,,,,,,,,,
2026-01-02,1,счетчик,,,,,,,,,2.0,22.0,810050.111,810050.111,,,,,,,,,,,,,,
2026-01-02,1,счетчик,,,,,,,,,3.0,23.0,502926.0,503328.0,,,,,,,,,,,,,,
2026-01-02,1,счетчик,,,,,,,,,4.0,24.0,237.889,375.175,,,,,,,,,,,,,,
2026-01-02,1,счетчик,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,
2026-01-02,1,счетчик,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,
2026-01-02,1,загрузка_шаров,,,,,,,,,1.0,,,,60.0,0.3,новые,,,,,,,,,,,
2026-01-02,1,загрузка_шаров,,,,,,,,,2.0,,,,30.0,0.2,новые,,,,,,,,,,,
2026-01-02,1,загрузка_шаров,,,,,,,,,4.0,,,,60.0,0.15,новые,,,,,,,,,,,
2026-01-02,1,загрузка_шаров,,,,,,,,,5.0,,,,60.0,0.15,новые,,,,,,,,,,,
2026-01-02,1,простой,,,,,,,,,3.0,,,,,,,20:00:00,08:00:00,12часов,МШР стоит - ППР.,,,,,,,
2026-01-02,1,мкр,,,,,,,,,,,,,,,,,,,,91.0,8.0,,99.0,,,
2026-01-02,1,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.5,
2026-01-02,1,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,9.11,
2026-01-02,1,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,9.59,
2026-01-02,1,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,9.27,
2026-01-02,1,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,10.0,
2026-01-02,1,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.556666666666667
2026-01-02,2,итого_смена,68.0,57.5,,63.0,65.0,44.5,30.5,1017.516,,,,,,,,,,,,,,,,,,
2026-01-02,2,счетчик,,,,,,,,,1.0,9.0,511610.7,512074.7,,,,,,,,,,,,,,
2026-01-02,2,счетчик,,,,,,,,,2.0,10.0,810050.111,810050.111,,,,,,,,,,,,,,
2026-01-02,2,счетчик,,,,,,,,,3.0,11.0,503328.0,503746.0,,,,,,,,,,,,,,
2026-01-02,2,счетчик,,,,,,,,,4.0,12.0,375.175,510.69100000000003,,,,,,,,,,,,,,
2026-01-02,2,счетчик,,,,,,,,,5.0,13.0,,,,,,,,,,,,,,,,
2026-01-02,2,счетчик,,,,,,,,,6.0,14.0,,,,,,,,,,,,,,,,
2026-01-02,2,загрузка_шаров,,,,,,,,,1.0,,,,60.0,0.15,новые,,,,,,,,,,,
2026-01-02,2,загрузка_шаров,,,,,,,,,2.0,,,,30.0,0.15,новые,,,,,,,,,,,
2026-01-02,2,загрузка_шаров,,,,,,,,,4.0,,,,60.0,0.15,новые,,,,,,,,,,,
2026-01-02,2,загрузка_шаров,,,,,,,,,5.0,,,,60.0,0.15,новые,,,,,,,,,,,
2026-01-02,2,простой,,,,,,,,,3.0,,,,,,,08:00:00,20:00:00,12 часов,МШР стоит - ППР.,,,,,,,
2026-01-02,2,мкр,,,,,,,,,,,,,,,,,,,,99.0,12.0,56.0,55.0,,,
2026-01-02,2,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.65,
2026-01-02,2,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,9.95,
2026-01-02,2,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,10.56,
2026-01-02,2,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,10.78,
2026-01-02,2,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,10.0,
2026-01-02,2,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,10.14
2026-01-03,1,итого_смена,69.5,60.0,,67.0,66.0,46.0,30.0,1066.2549999999999,,,,,,,,,,,,,,,,,,
2026-01-03,1,счетчик,,,,,,,,,1.0,21.0,512074.7,512574.7,,,,,,,,,,,,,,
2026-01-03,1,счетчик,,,,,,,,,2.0,22.0,810050.111,810050.111,,,,,,,,,,,,,,
2026-01-03,1,счетчик,,,,,,,,,3.0,23.0,503746.0,503746.0,,,,,,,,,,,,,,
2026-01-03,1,счетчик,,,,,,,,,4.0,24.0,510.69100000000003,667.946,,,,,,,,,,,,,,
2026-01-03,1,счетчик,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,
2026-01-03,1,счетчик,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,
2026-01-03,1,загрузка_шаров,,,,,,,,,1.0,,,,60.0,0.2,новые,,,,,,,,,,,
2026-01-03,1,загрузка_шаров,,,,,,,,,4.0,,,,60.0,0.2,новые,,,,,,,,,,,
2026-01-03,1,загрузка_шаров,,,,,,,,,5.0,,,,60.0,0.1,новые,,,,,,,,,,,
2026-01-03,1,простой,,,,,,,,,3.0,,,,,,,20:00:00,08:00:00,12 часов,МШР стоит - ППР.,,,,,,,
2026-01-03,1,мкр,,,,,,,,,,,,,,,,,,,,55.0,13.0,,68.0,,,
2026-01-03,1,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.59,
2026-01-03,1,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,9.11,
2026-01-03,1,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,10.0,
2026-01-03,1,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,9.86,
2026-01-03,1,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,9.66,
2026-01-03,1,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.716666666666667
2026-01-03,2,итого_смена,64.0,60.5,,59.0,61.5,45.0,30.5,1172.063,,,,,,,,,,,,,,,,,,
2026-01-03,2,счетчик,,,,,,,,,1.0,9.0,512574.7,513065.5,,,,,,,,,,,,,,
2026-01-03,2,счетчик,,,,,,,,,2.0,10.0,810050.111,810199.562,,,,,,,,,,,,,,
2026-01-03,2,счетчик,,,,,,,,,3.0,11.0,503746.0,504121.0,,,,,,,,,,,,,,
2026-01-03,2,счетчик,,,,,,,,,4.0,12.0,667.946,824.758,,,,,,,,,,,,,,
2026-01-03,2,счетчик,,,,,,,,,5.0,13.0,,,,,,,,,,,,,,,,
2026-01-03,2,счетчик,,,,,,,,,6.0,14.0,,,,,,,,,,,,,,,,
2026-01-03,2,загрузка_шаров,,,,,,,,,1.0,,,,60.0,0.15,новые,,,,,,,,,,,
2026-01-03,2,загрузка_шаров,,,,,,,,,2.0,,,,30.0,0.15,новые,,,,,,,,,,,
2026-01-03,2,загрузка_шаров,,,,,,,,,4.0,,,,60.0,0.15,новые,,,,,,,,,,,
2026-01-03,2,загрузка_шаров,,,,,,,,,5.0,,,,60.0,0.15,новые,,,,,,,,,,,
2026-01-03,2,простой,,,,,,,,,3.0,,,,,,,08:00:00,16:25:00,8 часов 25 мин,МШР стоит - ППР.,,,,,,,
2026-01-03,2,простой,,,,,,,,,4.0,,,,,,,16:41:00,17:13:00,32 мин,Остановили МШР №4 по мех части - подтяжка анкерных болтов,,,,,,,
2026-01-03,2,мкр,,,,,,,,,,,,,,,,,,,,68.0,13.0,72.0,9.0,,,
2026-01-03,2,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.46,
2026-01-03,2,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,9.69,
2026-01-03,2,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,9.63,
2026-01-03,2,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,10.1,
2026-01-03,2,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,10.7,
2026-01-03,2,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.91
2026-01-04,1,итого_смена,68.5,65.0,73.5,63.0,58.0,46.5,40.0,1510.127,,,,,,,,,,,,,,,,,,
2026-01-04,1,счетчик,,,,,,,,,1.0,21.0,513065.5,513560.9,,,,,,,,,,,,,,
2026-01-04,1,счетчик,,,,,,,,,2.0,22.0,810199.562,810665.047,,,,,,,,,,,,,,
2026-01-04,1,счетчик,,,,,,,,,3.0,23.0,504121.0,504517.0,,,,,,,,,,,,,,
2026-01-04,1,счетчик,,,,,,,,,4.0,24.0,824.758,978.0,,,,,,,,,,,,,,
2026-01-04,1,счетчик,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,
2026-01-04,1,счетчик,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,
2026-01-04,1,загрузка_шаров,,,,,,,,,1.0,,,,60.0,0.15,новые,,,,,,,,,,,
2026-01-04,1,загрузка_шаров,,,,,,,,,2.0,,,,30.0,0.15,новые,,,,,,,,,,,
2026-01-04,1,загрузка_шаров,,,,,,,,,3.0,,,,60.0,0.15,новые,,,,,,,,,,,
2026-01-04,1,загрузка_шаров,,,,,,,,,4.0,,,,60.0,0.1,новые,,,,,,,,,,,
2026-01-04,1,загрузка_шаров,,,,,,,,,5.0,,,,60.0,0.1,новые,,,,,,,,,,,
2026-01-04,1,простой,,,,,,,,,3.0,,,,,,,07:10:00,08:00:00,50 мин,Самопроизвольная остановка мельницы,,,,,,,
2026-01-04,1,мкр,,,,,,,,,,,,,,,,,,,,9.0,18.0,,27.0,,,
2026-01-04,1,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.59,
2026-01-04,1,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,9.63,
2026-01-04,1,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,10.0,
2026-01-04,1,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,10.31,
2026-01-04,1,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,9.5,
2026-01-04,1,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.775
2026-01-04,2,итого_смена,66.5,53.5,70.5,55.0,58.5,39.5,32.0,1157.732,,,,,,,,,,,,,,,,,,
2026-01-04,2,счетчик,,,,,,,,,1.0,9.0,513560.9,513924.2,,,,,,,,,,,,,,
2026-01-04,2,счетчик,,,,,,,,,2.0,10.0,810665.047,811041.539,,,,,,,,,,,,,,
2026-01-04,2,счетчик,,,,,,,,,3.0,11.0,504517.0,504781.0,,,,,,,,,,,,,,
2026-01-04,2,счетчик,,,,,,,,,4.0,12.0,978.0,1131.94,,,,,,,,,,,,,,
2026-01-04,2,счетчик,,,,,,,,,5.0,13.0,,,,,,,,,,,,,,,,
2026-01-04,2,счетчик,,,,,,,,,6.0,14.0,,,,,,,,,,,,,,,,
2026-01-04,2,загрузка_шаров,,,,,,,,,2.0,,,,30.0,0.2,новые,,,,,,,,,,,
2026-01-04,2,загрузка_шаров,,,,,,,,,3.0,,,,60.0,0.2,новые,,,,,,,,,,,
2026-01-04,2,загрузка_шаров,,,,,,,,,4.0,,,,60.0,0.2,новые,,,,,,,,,,,
2026-01-04,2,загрузка_шаров,,,,,,,,,5.0,,,,60.0,0.2,новые,,,,,,,,,,,
2026-01-04,2,простой,,,,,,,,,3.0,,,,,,,08:00:00,11:07:00,3 часа 07 мин,"МШР стоит по эл части - замена камеры, замена сцепления барабана.",,,,,,,
2026-01-04,2,простой,,,,,,,,,4.0,,,,,,,08:33:00,12:27:00,3 часа 54 мин,"Самопроизвольная остановка МШР по эл части - замена камеры, замена сцепления барабана.",,,,,,,
2026-01-04,2,простой,,,,,,,,,1.0,,,,,,,14:17:00,17:00:00,2 часа 43 мин,Остановили МШР - ППР. Питание остановили в 14:02 - 17:03. В 16:00 закончили по мех части.,,,,,,,
2026-01-04,2,мкр,,,,,,,,,,,,,,,,,,,,27.0,17.0,32.0,12.0,,,
2026-01-04,2,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.15,
2026-01-04,2,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,9.07,
2026-01-04,2,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,9.81,
2026-01-04,2,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,9.55,
2026-01-04,2,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,9.68,
2026-01-04,2,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.505
2026-01-05,1,итого_смена,76.5,65.5,75.0,59.0,63.0,47.0,42.0,1480.859,,,,,,,,,,,,,,,,,,
2026-01-05,1,счетчик,,,,,,,,,1.0,21.0,513891.9,514375.4,,,,,,,,,,,,,,
2026-01-05,1,счетчик,,,,,,,,,2.0,22.0,811041.539,811491.538,,,,,,,,,,,,,,
2026-01-05,1,счетчик,,,,,,,,,3.0,23.0,504781.0,505172.0,,,,,,,,,,,,,,
2026-01-05,1,счетчик,,,,,,,,,4.0,24.0,1131.94,1288.3000000000002,,,,,,,,,,,,,,
2026-01-05,1,счетчик,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,
2026-01-05,1,счетчик,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,
2026-01-05,1,загрузка_шаров,,,,,,,,,1.0,,,,70.0,0.25,новые,,,,,,,,,,,
2026-01-05,1,загрузка_шаров,,,,,,,,,2.0,,,,30.0,0.2,новые,,,,,,,,,,,
2026-01-05,1,загрузка_шаров,,,,,,,,,3.0,,,,70.0,0.25,новые,,,,,,,,,,,
2026-01-05,1,загрузка_шаров,,,,,,,,,4.0,,,,70.0,0.25,новые,,,,,,,,,,,
2026-01-05,1,загрузка_шаров,,,,,,,,,5.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-05,1,загрузка_шаров,,,,,,,,,3.0,,,,70.0,1.0,новые,,,,,,,,,,,
2026-01-05,1,простой,,,,,,,,,3.0,,,,,,,06:33:00,06:53:00,20мин,Остановка мельницы по тех.части - подтяжка болтов на барабане,,,,,,,
2026-01-05,1,мкр,,,,,,,,,,,,,,,,,,,,12.0,20.0,,32.0,,,
2026-01-05,1,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.66,
2026-01-05,1,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,9.89,
2026-01-05,1,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,10.15,
2026-01-05,1,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,9.63,
2026-01-05,1,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,9.86,
2026-01-05,1,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.791666666666668
2026-01-05,2,итого_смена,66.5,62.0,69.0,54.0,59.5,43.5,38.5,1410.955,,,,,,,,,,,,,,,,,,
2026-01-05,2,счетчик,,,,,,,,,1.0,9.0,514375.4,514818.30000000005,,,,,,,,,,,,,,
2026-01-05,2,счетчик,,,,,,,,,2.0,10.0,811491.538,811966.443,,,,,,,,,,,,,,
2026-01-05,2,счетчик,,,,,,,,,3.0,11.0,505172.0,505529.0,,,,,,,,,,,,,,
2026-01-05,2,счетчик,,,,,,,,,4.0,12.0,1288.3,1424.45,,,,,,,,,,,,,,
2026-01-05,2,счетчик,,,,,,,,,5.0,13.0,,,,,,,,,,,,,,,,
2026-01-05,2,счетчик,,,,,,,,,6.0,14.0,,,,,,,,,,,,,,,,
2026-01-05,2,загрузка_шаров,,,,,,,,,1.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-05,2,загрузка_шаров,,,,,,,,,3.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-05,2,загрузка_шаров,,,,,,,,,4.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-05,2,загрузка_шаров,,,,,,,,,5.0,,,,70.0,0.15,новые,,,,,,,,,,,
2026-01-05,2,простой,,,,,,,,,2.0,,,,,,,08:50:00,12:26:00,3 часа 36 мин,"Остановили МШЦ - ППР снизили Q МШР №1, МШР№3 до 36 тн/ч",,,,,,,
2026-01-05,2,мкр,,,,,,,,,,,,,,,,,,,,32.0,27.0,36.0,23.0,,,
2026-01-05,2,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.34,
2026-01-05,2,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,9.73,
2026-01-05,2,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,9.26,
2026-01-05,2,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,9.91,
2026-01-05,2,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,9.32,
2026-01-05,2,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.43
2026-01-06,1,итого_смена,77.5,65.5,72.5,67.0,65.0,49.5,35.0,1541.6049999999998,,,,,,,,,,,,,,,,,,
2026-01-06,1,счетчик,,,,,,,,,1.0,21.0,514818.30000000005,515313.00000000006,,,,,,,,,,,,,,
2026-01-06,1,счетчик,,,,,,,,,2.0,22.0,811966.443,812475.788,,,,,,,,,,,,,,
2026-01-06,1,счетчик,,,,,,,,,3.0,23.0,505526.0,505927.0,,,,,,,,,,,,,,
2026-01-06,1,счетчик,,,,,,,,,4.0,24.0,1438.45,1575.01,,,,,,,,,,,,,,
2026-01-06,1,счетчик,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,
2026-01-06,1,счетчик,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,
2026-01-06,1,загрузка_шаров,,,,,,,,,1.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-06,1,загрузка_шаров,,,,,,,,,2.0,,,,20.0,0.2,новые,,,,,,,,,,,
2026-01-06,1,загрузка_шаров,,,,,,,,,3.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-06,1,загрузка_шаров,,,,,,,,,4.0,,,,70.0,0.15,новые,,,,,,,,,,,
2026-01-06,1,загрузка_шаров,,,,,,,,,5.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-06,1,мкр,,,,,,,,,,,,,,,,,,,,23.0,30.0,,53.0,,,
2026-01-06,1,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.11,
2026-01-06,1,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,9.82,
2026-01-06,1,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,9.63,
2026-01-06,1,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,9.73,
2026-01-06,1,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,9.06,
2026-01-06,1,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.453333333333335
2026-01-06,2,итого_смена,63.0,53.0,70.5,61.0,59.5,43.0,32.0,1302.623,,,,,,,,,,,,,,,,,,
2026-01-06,2,счетчик,,,,,,,,,1.0,9.0,515313.0,515586.0,,,,,,,,,,,,,,
2026-01-06,2,счетчик,,,,,,,,,2.0,10.0,812475.788,812991.7609999999,,,,,,,,,,,,,,
2026-01-06,2,счетчик,,,,,,,,,3.0,11.0,505927.0,506303.0,,,,,,,,,,,,,,
2026-01-06,2,счетчик,,,,,,,,,4.0,12.0,1575.01,1712.66,,,,,,,,,,,,,,
2026-01-06,2,счетчик,,,,,,,,,5.0,13.0,,,,,,,,,,,,,,,,
2026-01-06,2,счетчик,,,,,,,,,6.0,14.0,,,,,,,,,,,,,,,,
2026-01-06,2,загрузка_шаров,,,,,,,,,1.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-06,2,загрузка_шаров,,,,,,,,,2.0,,,,20.0,0.2,новые,,,,,,,,,,,
2026-01-06,2,загрузка_шаров,,,,,,,,,3.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-06,2,загрузка_шаров,,,,,,,,,4.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-06,2,загрузка_шаров,,,,,,,,,5.0,,,,70.0,0.15,новые,,,,,,,,,,,
2026-01-06,2,простой,,,,,,,,,1.0,,,,,,,09:03:00,14:00:00,4 часа 57 мин,Остановили МШР по эл части - центровка привода. Питание остановили в 08:40.,,,,,,,
2026-01-06,2,простой,,,,,,,,,2.0,,,,,,,14:10:00,15:14:00,1 час 04 мин,"Остановили МШЦ по мех части - сварочные работы на течке, подтяжка болтов на бутаре.",,,,,,,
2026-01-06,2,мкр,,,,,,,,,,,,,,,,,,,,53.0,31.0,52.0,32.0,,,
2026-01-06,2,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.22,
2026-01-06,2,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,10.22,
2026-01-06,2,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,10.12,
2026-01-06,2,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,9.45,
2026-01-06,2,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,10.01,
2026-01-06,2,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.768333333333333
2026-01-07,1,итого_смена,67.5,58.5,68.5,61.5,60.5,41.5,33.5,1274.5860000000002,,,,,,,,,,,,,,,,,,
2026-01-07,1,счетчик,,,,,,,,,1.0,21.0,515586.0,516005.2,,,,,,,,,,,,,,
2026-01-07,1,счетчик,,,,,,,,,2.0,22.0,812991.7609999999,813415.767,,,,,,,,,,,,,,
2026-01-07,1,счетчик,,,,,,,,,3.0,23.0,506303.0,506603.0,,,,,,,,,,,,,,
2026-01-07,1,счетчик,,,,,,,,,4.0,24.0,1712.66,1844.04,,,,,,,,,,,,,,
2026-01-07,1,счетчик,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,
2026-01-07,1,счетчик,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,
2026-01-07,1,мкр,,,,,,,,,,,,,,,,,,,,32.0,31.0,,63.0,,,
2026-01-07,1,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.55,
2026-01-07,1,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,9.23,
2026-01-07,1,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,9.44,
2026-01-07,1,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,9.91,
2026-01-07,1,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,10.26,
2026-01-07,1,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.788333333333332
2026-01-07,2,итого_смена,46.0,46.5,73.0,45.5,49.5,36.5,26.5,940.6350000000001,,,,,,,,,,,,,,,,,,
2026-01-07,2,счетчик,,,,,,,,,1.0,9.0,515946.2,516252.4,,,,,,,,,,,,,,
2026-01-07,2,счетчик,,,,,,,,,2.0,10.0,813422.012,813695.357,,,,,,,,,,,,,,
2026-01-07,2,счетчик,,,,,,,,,3.0,11.0,506424.0,506726.5,,,,,,,,,,,,,,
2026-01-07,2,счетчик,,,,,,,,,4.0,12.0,1853.97,1912.56,,,,,,,,,,,,,,
2026-01-07,2,счетчик,,,,,,,,,5.0,13.0,,,,,,,,,,,,,,,,
2026-01-07,2,счетчик,,,,,,,,,6.0,14.0,,,,,,,,,,,,,,,,
2026-01-07,2,загрузка_шаров,,,,,,,,,1.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-07,2,загрузка_шаров,,,,,,,,,2.0,,,,20.0,0.2,новые,,,,,,,,,,,
2026-01-07,2,загрузка_шаров,,,,,,,,,3.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-07,2,загрузка_шаров,,,,,,,,,4.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-07,2,простой,,,,,,,,,5.0,,,,,,,08:30:00,12:29:00,3 часа 59 мин,Остановили МШР - ППР. Питание остановили в 08:20. В 10:30 закончили по мех части.,,,,,,,
